owner,address,suburb,postcode,capacity,startDate,endDate,price,longitude,latitude
csQWhI7@gmail.com,11 Winifred Crescent,Blacktown,2148.0,4,2019-06-21,2019-06-27,258,150.918667,-33.7698222
1lqo@gmail.com,9 Rangihou Crescent,Parramatta,2150.0,7,2019-04-18,2019-04-24,333,151.0149799,-33.8143619
Ayf@hotmail.com,7 Crown Lane,Wollongong,2500.0,4,2018-09-23,2018-09-25,394,150.89156780000005,-34.4247652
c16Uqdz0U@163.com,23 Maryvale Avenue,Liverpool,2170.0,2,2019-06-03,2019-06-07,257,150.9042698,-33.9242427
2bFjl@gmail.com,29 Eltham Street,Blacktown,2148.0,8,2019-03-31,2019-04-03,373,150.91652109999995,-33.7919872
m@yahoo.com,27 Johnson Lane,Mascot,2020.0,7,2018-10-13,2018-10-17,321,151.1969662,-33.931901399999994
iCnF7eAMj@hotmail.com,29 Cuthbert Street,Sydney,2022.0,7,2019-03-29,2019-04-01,363,151.2501596,-33.8980973
rBxn@hotmail.com,21 Balboa Street,Campbelltown,2560.0,5,2019-04-14,2019-04-15,372,150.8028583,-34.074265000000004
KiktNumRNgYZyD@yahoo.com,13 Nunga Place,Baulkham Hills,2153.0,5,2019-02-08,2019-02-09,266,150.9561906,-33.758201799999995
Y5I95@gmail.com,25 Bathurst Street,Liverpool,2170.0,4,2019-01-19,2019-01-25,255,150.92148490000002,-33.920150299999996
PuPoy@gmail.com,17 Russell Street,Campbelltown,2560.0,2,2019-01-10,2019-01-14,374,150.8247997,-34.0685237
UhYK2eGjl@gmail.com,21 Stanley Street,Darlinghurst,2010.0,4,2019-05-22,2019-05-24,265,151.2134879,-33.8756761
hIgW27e2@hotmail.com,29 Edwards Place,Penrith,2750.0,8,2018-12-10,2018-12-15,288,150.6996043,-33.7534699
wqZLQXAwUUug9A@qq.com,17 Clarke Street,Sydney,2101.0,7,2019-06-28,2019-07-05,256,151.2967643,-33.722944
nQi0@yahoo.com,13 Fitzroy Street,Surry Hills,2010.0,4,2018-09-10,2018-09-13,322,151.2159221,-33.885294
nEPP9TXtr1yFx@163.com,21 Middle Street,Kingsford,2032.0,4,2018-09-15,2018-09-17,276,151.22883169999997,-33.9213904
s1Xj@gmail.com,9 John Street,Randwick,2031.0,2,2019-07-27,2019-07-31,262,151.2330912,-33.906836299999995
CJkZkFKc0QHH@hotmail.com,19 Hillcrest Avenue,Baulkham Hills,2153.0,2,2019-02-10,2019-02-15,356,150.98212709999999,-33.77443579999999
dvG@yahoo.com,19 Dudley Street,Auburn,2141.0,6,2018-11-11,2018-11-17,364,151.03383119999995,-33.8629776
r8JoPOEvnY@qq.com,13 Urunga Parade,Wollongong,2500.0,3,2019-07-06,2019-07-12,277,150.8808872,-34.4252046
JX7N4sdMiBWHeuX@qq.com,29 Depot Place,Bankstown,2200.0,3,2019-01-12,2019-01-17,390,151.0326698,-33.9176167
hIgW27e2@hotmail.com,7 Campbell Street,Wollongong,2500.0,2,2018-08-25,2018-08-30,351,150.901693,-34.4210134
rBxn@hotmail.com,1 Girra Road,Blacktown,2148.0,5,2019-07-13,2019-07-15,382,150.8847215,-33.7696356
a1qKAsQSZzTm@gmail.com,1 Jane Street,Penrith,2750.0,7,2019-02-18,2019-02-25,285,150.694647,-33.750549299999996
xnhaYdOAmg9lV@163.com,13 Alison Road,Randwick,2031.0,7,2018-09-01,2018-09-02,375,151.2324825,-33.9070206
vo@hotmail.com,11 Charles Street,North Sydney,2040.0,1,2019-07-19,2019-07-25,287,151.1527718,-33.8771658
jGDRtOJlwggv@163.com,13 Victoria Street,Randwick,2031.0,3,2019-02-22,2019-02-24,363,151.2432498,-33.9138904
1lqo@gmail.com,5 Smith Street,Parramatta,2150.0,7,2019-04-20,2019-04-22,339,151.0059894,-33.8166179
p@gmail.com,17 Station Street,Parramatta,2150.0,4,2019-05-21,2019-05-24,395,151.0069894,-33.8233805
r8JoPOEvnY@qq.com,9 Albion Lane,Randwick,2024.0,1,2019-02-22,2019-02-23,250,151.2545468,-33.902673799999995
c16Uqdz0U@163.com,13 Norman Hall Close,Castle Hill,2126.0,7,2018-12-22,2018-12-24,362,151.02791330000005,-33.7275463
NgL51xIkX@gmail.com,7 Alfred Street,North Sydney,2060.0,5,2019-03-10,2019-03-12,325,151.20541,-33.83965
e5wj@yahoo.com,3 Panorama Parade,Blacktown,2148.0,1,2019-02-18,2019-02-21,392,150.9150539,-33.7757821
B7tQhuSHvvj@yahoo.com,13 Remi Street,Bankstown,2200.0,1,2019-02-19,2019-02-24,283,151.0391122,-33.9068385
vo@hotmail.com,21 Ainslie Street,Randwick,2032.0,7,2019-08-18,2019-08-21,326,151.23740469999996,-33.928915100000005
N0yvzkyQ1eX@yahoo.com,15 Stone Cottage Court,Castle Hill,2154.0,3,2018-10-07,2018-10-14,323,151.00832230000003,-33.741400899999995
0W0PZ@gmail.com,19 Queens Court,Sydney,2046.0,6,2019-04-25,2019-05-01,393,151.1271497,-33.8706218
fik5zRxP@yahoo.com,29 Stewart Street,Randwick,2031.0,4,2019-04-17,2019-04-19,336,151.2448309,-33.9211594
CJkZkFKc0QHH@hotmail.com,25 Gould Way,Blacktown,2148.0,1,2019-03-27,2019-04-01,323,150.8830158,-33.7835235
QOiqW6LbDBF@gmail.com,21 Wallace Lane,Kingsford,2032.0,3,2019-06-03,2019-06-05,386,151.233418,-33.9252429
p0orNAHm5I@163.com,9 English Avenue,Castle Hill,2154.0,6,2019-05-11,2019-05-14,328,150.9987909,-33.745731400000004
i@163.com,23 Camera Street,Manly,2095.0,8,2019-05-29,2019-06-01,344,151.2811134,-33.7970859
Xk3EtyWcyaOoY9L@yahoo.com,13 Rose Street,Liverpool,2170.0,8,2019-02-14,2019-02-17,359,150.91557659999995,-33.9320652
1ereqzW9dU@gmail.com,15 Koorana Close,Baulkham Hills,2153.0,7,2019-01-17,2019-01-23,310,150.98083880000001,-33.7477289
1ereqzW9dU@gmail.com,7 Langley Street,Darlinghurst,2010.0,1,2019-06-15,2019-06-22,364,151.2157851,-33.877913
JX7N4sdMiBWHeuX@qq.com,7 Kywong Avenue,Castle Hill,2154.0,3,2018-10-31,2018-11-04,325,151.00367930000004,-33.7250592
JV0qdSPi@yahoo.com,19 Devonshire Street,Surry Hills,2010.0,2,2019-04-17,2019-04-20,372,151.2074417,-33.885964200000004
fik5zRxP@yahoo.com,11 Condino Way,Castle Hill,2154.0,4,2019-08-15,2019-08-16,379,150.9992672,-33.7414403
dD@gmail.com,25 Globe Lane,Wollongong,2500.0,4,2019-07-15,2019-07-18,307,150.8937179,-34.425268700000004
PuPoy@gmail.com,9 Yurong Lane,Darlinghurst,2010.0,6,2018-09-16,2018-09-18,265,151.21387430000001,-33.8747281
51KhADJyE@163.com,27 Hazelbank Road,North Sydney,2065.0,4,2019-02-24,2019-02-26,288,151.2037002,-33.83266500000001
UhYK2eGjl@gmail.com,17 Hillview Street,Auburn,2144.0,4,2019-02-10,2019-02-12,255,151.02523530000005,-33.8672033
sypTI5PXCr@gmail.com,3 Roger Place,Blacktown,2148.0,3,2019-08-17,2019-08-20,282,150.9214394,-33.7843115
DCfTVXI@yahoo.com,5 Colonel Braund Crescent,Kingsford,2032.0,4,2019-06-20,2019-06-25,378,151.22775269999997,-33.9278638
sYpjbLjpe@gmail.com,27 Avoca Lane,Randwick,2031.0,7,2019-05-04,2019-05-09,389,151.2448333,-33.90445
Xk3EtyWcyaOoY9L@yahoo.com,27 Burragulung Street,Randwick,2031.0,3,2019-01-04,2019-01-07,336,151.24918300000004,-33.930081
foPb@163.com,17 West Terrace,Bankstown,2200.0,5,2018-09-29,2018-10-01,353,151.03693700000005,-33.918966
nPbGeBdRi7V8lFh@163.com,27 Barcom Avenue,Darlinghurst,2010.0,1,2018-11-04,2018-11-06,338,151.22564230000003,-33.8778341
nPbGeBdRi7V8lFh@163.com,3 Bligh Street,Wollongong,2500.0,4,2019-07-21,2019-07-26,282,150.8866128,-34.42047970000001
fik5zRxP@yahoo.com,3 Steele Street,Parramatta,2150.0,7,2019-04-23,2019-04-29,399,150.994146,-33.821273
S5eNoKeN@qq.com,5 Parklands Road,North Ryde,2113.0,6,2019-01-01,2019-01-05,266,151.121845,-33.7894662
QOiqW6LbDBF@gmail.com,13 Bonnefin Place,Castle Hill,2154.0,4,2019-03-03,2019-03-10,334,151.0102503,-33.7365143
EtKeNSvBAlX@163.com,21 Bunn Lane,Pyrmont,2009.0,7,2018-12-13,2018-12-19,386,151.1967901,-33.8716311
0@yahoo.com,1 Arthur Lane,Manly,2094.0,3,2019-05-14,2019-05-16,286,151.2779168,-33.7914531
fik5zRxP@yahoo.com,19 Sherwin Avenue,Castle Hill,2154.0,1,2018-09-03,2018-09-10,264,150.9993366,-33.733720899999994
v6@gmail.com,25 Griffiths Street,Blacktown,2148.0,2,2018-09-13,2018-09-16,355,150.91540680000003,-33.7726074
ivAquup5g@hotmail.com,27 Hollingshed Lane,Mascot,2020.0,8,2019-03-19,2019-03-22,264,151.19549630000003,-33.932351399999995
pY6jhQ@qq.com,13 Filey Street,Blacktown,2148.0,7,2019-02-22,2019-02-26,265,150.9081759,-33.7910114
d46nNJDU9HvO@yahoo.com,29 Helena Lane,Randwick,2031.0,6,2019-05-21,2019-05-23,349,151.24177949999995,-33.925258299999996
1jvSIwrAV64yq@gmail.com,25 Blacktown Road,Blacktown,2148.0,4,2019-06-26,2019-06-30,343,150.917879,-33.7749798
r8JoPOEvnY@qq.com,5 Blaxland Avenue,Penrith,2750.0,4,2019-02-13,2019-02-17,351,150.7059367,-33.7505229
BWwieP4z63px@163.com,27 Cheryl Place,Castle Hill,2154.0,1,2019-07-09,2019-07-15,309,150.9783744,-33.7227402
NnOOc6@163.com,11 Griffin Street,Manly,2095.0,2,2019-05-03,2019-05-06,321,151.2784002,-33.79672670000001
dSSBogcX5Hy2r62@gmail.com,9 Mailer Avenue,Wollongong,2500.0,2,2018-09-14,2018-09-17,368,150.8845845,-34.430510299999995
WtANcM@hotmail.com,13 Teagan Place,Blacktown,2148.0,2,2018-09-14,2018-09-17,363,150.892781,-33.7834686
N0yvzkyQ1eX@yahoo.com,17 Tamboura Avenue,Baulkham Hills,2153.0,6,2018-10-18,2018-10-20,297,150.9757375,-33.7682412
dSSBogcX5Hy2r62@gmail.com,17 Neville Lane,Bankstown,2200.0,5,2019-03-14,2019-03-18,298,151.0321848,-33.9197526
e5wj@yahoo.com,27 Cameron Avenue,Baulkham Hills,2153.0,6,2019-02-20,2019-02-26,310,150.988901,-33.7464156
vo@hotmail.com,3 Valentine Avenue,Parramatta,2150.0,3,2018-10-20,2018-10-24,372,151.00610590000005,-33.8192842
vo@hotmail.com,1 Langtry Avenue,Auburn,2144.0,1,2019-03-28,2019-03-31,256,151.027839,-33.85414610000001
tR7jnFYxmGS@yahoo.com,9 Ridge Street,Surry Hills,2010.0,8,2019-05-24,2019-05-26,314,151.21528999999995,-33.8914143
Xk3EtyWcyaOoY9L@yahoo.com,13 John Miller Street,North Ryde,2112.0,6,2019-05-03,2019-05-07,304,151.1249536,-33.809868
0W0PZ@gmail.com,23 Custom House Lane,Sydney,2000.0,3,2019-02-11,2019-02-13,299,151.2108236,-33.8623805
mKxDySP6aXeyCEw@qq.com,13 Macquarie Street,Parramatta,2150.0,8,2019-06-12,2019-06-17,372,150.9990015,-33.8144503
1jvSIwrAV64yq@gmail.com,11 Trott Street,Parramatta,2150.0,6,2019-01-29,2019-02-01,400,151.0039138,-33.80434580000001
06u@163.com,9 Maloney Street,Mascot,2018.0,4,2018-08-28,2018-08-30,355,151.20662430000004,-33.92374760000001
XpRaxd@hotmail.com,11 Lawson Street,Campbelltown,2560.0,6,2019-03-15,2019-03-16,323,150.8304319,-34.0683116
T8CeIcrLO0vH@gmail.com,25 Louisa Street,Auburn,2144.0,2,2018-09-25,2018-09-27,379,151.0351957,-33.8570983
a1qKAsQSZzTm@gmail.com,1 Karrabah Road,Auburn,2144.0,3,2019-05-20,2019-05-21,366,151.03037460000004,-33.8458811
nEPP9TXtr1yFx@163.com,3 Ida Place,Blacktown,2148.0,2,2019-02-08,2019-02-11,383,150.89603540000005,-33.7669985
mdBXbqkZKv@gmail.com,19 West Street,Wollongong,2500.0,3,2018-08-23,2018-08-26,346,150.8905825,-34.4334558
r8JoPOEvnY@qq.com,29 Ewan Street,Mascot,2020.0,3,2019-05-13,2019-05-14,360,151.1845628,-33.929601700000006
v6@gmail.com,11 Mcgowen Crescent,Liverpool,2170.0,8,2019-03-19,2019-03-24,397,150.92043950000001,-33.9326002
NxnNYtbRxMReuUF@163.com,13 Bowman Street,Pyrmont,2009.0,5,2019-04-06,2019-04-12,271,151.1882208,-33.86824910000001
xn3ZFu@163.com,27 Gorton Close,Penrith,2750.0,7,2019-01-20,2019-01-24,296,150.7060177,-33.7477527
PuPoy@gmail.com,21 Glenview Close,Baulkham Hills,2153.0,1,2019-05-29,2019-06-01,393,150.95464750000005,-33.7344794
Ouaj@qq.com,25 Jellicoe Avenue,Kingsford,2032.0,1,2019-05-15,2019-05-16,302,151.2381816,-33.9282591
fik5zRxP@yahoo.com,21 Alam Street,Blacktown,2148.0,6,2019-01-05,2019-01-09,327,150.8950357,-33.759953
KRSJlXAwzGA3w@yahoo.com,25 Roa Place,Blacktown,2148.0,4,2019-02-13,2019-02-17,354,150.9113281,-33.7907805
QOiqW6LbDBF@gmail.com,17 Emerson Street,Campbelltown,2560.0,1,2019-03-23,2019-03-26,375,150.83457669999999,-34.0621528
Ej8Lo0fzr@gmail.com,13 Leonora Avenue,Kingsford,2032.0,6,2019-01-02,2019-01-08,377,151.233081,-33.933513899999994
vo@hotmail.com,19 Carrington Road,Randwick,2031.0,8,2019-05-23,2019-05-30,337,151.2528631,-33.9055393
nPbGeBdRi7V8lFh@163.com,27 Lacey Street,Surry Hills,2010.0,8,2018-10-25,2018-10-29,296,151.2115718,-33.885993299999996
m@yahoo.com,25 Yaralla Place,Baulkham Hills,2153.0,3,2019-08-07,2019-08-10,250,150.97117869999997,-33.749888899999995
sYpjbLjpe@gmail.com,13 Lancelot Street,Blacktown,2148.0,2,2019-03-23,2019-03-24,268,150.9177581,-33.7911911
vo@hotmail.com,17 Bailey Place,Blacktown,2148.0,2,2019-02-08,2019-02-15,313,150.8899378,-33.755632899999995
xn3ZFu@163.com,5 Mary Street,Blacktown,2148.0,1,2019-05-30,2019-05-31,342,150.89339980000003,-33.7588534
2c08w@163.com,13 Orana Place,Liverpool,2170.0,2,2019-07-14,2019-07-20,380,150.91014719999995,-33.9229383
xnhaYdOAmg9lV@163.com,11 Griffiths Street,Blacktown,2148.0,4,2018-10-25,2018-10-28,342,150.915748,-33.7726546
W@gmail.com,25 Coogan Place,Campbelltown,2560.0,8,2019-02-10,2019-02-12,352,150.813233,-34.066957099999996
cGALMjBiG@hotmail.com,13 Heritage Close,Castle Hill,2154.0,4,2019-08-20,2019-08-24,344,151.02505559999997,-33.7269815
xnhaYdOAmg9lV@163.com,3 Tobruk Street,North Ryde,2113.0,5,2019-04-12,2019-04-14,277,151.1316495,-33.799876
SPVW@hotmail.com,19 Katrina Place,Baulkham Hills,2153.0,1,2019-03-22,2019-03-24,307,150.987771,-33.7654595
1ereqzW9dU@gmail.com,13 Stonemason Court,Castle Hill,2154.0,6,2019-05-15,2019-05-17,365,151.0163919,-33.72352470000001
Zujbx6J@yahoo.com,9 Lennox Street,Parramatta,2150.0,6,2019-07-07,2019-07-13,270,151.00073,-33.8218152
mRu@gmail.com,29 Clarke Street,Auburn,2144.0,7,2018-10-08,2018-10-14,270,151.0269178,-33.87059
Ouaj@qq.com,9 Stanhope Street,Auburn,2144.0,6,2019-01-30,2019-02-02,264,151.01955039999999,-33.8510544
1hcSvigsSxQEY@qq.com,13 Palmer Lane,Darlinghurst,2010.0,8,2019-06-25,2019-06-30,325,151.2170402,-33.8769424
EtKeNSvBAlX@163.com,27 Cook Street,Baulkham Hills,2153.0,1,2019-04-26,2019-04-27,331,150.9993364,-33.7621565
BWwieP4z63px@163.com,1 Bower Street,Manly,2095.0,4,2019-08-03,2019-08-07,266,151.2994952,-33.80168030000001
owr3Kp@gmail.com,3 Rugby Place,Sydney,2760.0,3,2018-12-17,2018-12-24,294,150.7789008,-33.7470368
wqZLQXAwUUug9A@qq.com,15 Brancourt Avenue,Bankstown,2200.0,7,2019-08-18,2019-08-24,364,151.0274317,-33.91733019999999
pY6jhQ@qq.com,17 Bingara Crescent,Baulkham Hills,2153.0,2,2018-12-23,2018-12-29,343,150.9580305,-33.7522477
UhYK2eGjl@gmail.com,5 Farrier Place,Castle Hill,2154.0,5,2019-07-10,2019-07-13,307,150.9875824,-33.711944200000005
0@yahoo.com,3 Tudor Avenue,Blacktown,2147.0,3,2019-04-05,2019-04-07,354,150.9203466,-33.7837433
NwFYhZBT2m@163.com,27 Harbourne Road,Kingsford,2032.0,8,2019-05-08,2019-05-09,382,151.2287615,-33.9220106
Ayf@hotmail.com,25 Arkley Street,Bankstown,2200.0,8,2018-09-16,2018-09-21,298,151.0363504,-33.9313845
Rk0GARU8Ueeno@163.com,9 Simpson Place,Wollongong,2500.0,8,2019-01-21,2019-01-23,317,150.8965821,-34.426022700000004
NwFYhZBT2m@163.com,5 Silverwater Road,Auburn,2141.0,6,2019-01-04,2019-01-06,333,151.0430153,-33.8443532
Xy@hotmail.com,7 Outlook Street,Blacktown,2148.0,8,2018-09-16,2018-09-18,387,150.9002606,-33.7954144
c16Uqdz0U@163.com,25 Meela Street,Blacktown,2148.0,7,2019-04-01,2019-04-07,285,150.8880844,-33.7774848
JV0qdSPi@yahoo.com,13 George Street,Bankstown,2199.0,2,2019-04-12,2019-04-19,322,151.0345135,-33.9050259
S5eNoKeN@qq.com,29 Spoonbill Avenue,Blacktown,2148.0,1,2018-09-29,2018-10-02,339,150.8944811,-33.790547600000004
CJkZkFKc0QHH@hotmail.com,19 Sully Street,Randwick,2031.0,4,2018-11-24,2018-11-28,394,151.2471513,-33.9229098
hIgW27e2@hotmail.com,29 York Drive,Newcastle,2284.0,4,2019-05-15,2019-05-18,349,151.6080853,-32.9598247
YVv7a2h@qq.com,27 Apsley Avenue,Kingsford,2032.0,5,2019-08-11,2019-08-16,319,151.23120769999997,-33.9295553
tR7jnFYxmGS@yahoo.com,21 Vaughan Street,Auburn,2141.0,6,2018-12-17,2018-12-20,380,151.0419749,-33.8650125
S5eNoKeN@qq.com,17 Harris Street,Mascot,2018.0,1,2019-06-08,2019-06-10,354,151.2026174,-33.92368629999999
Xk3EtyWcyaOoY9L@yahoo.com,29 Oakland Avenue,Baulkham Hills,2153.0,7,2018-10-03,2018-10-10,393,150.99902,-33.7642432
a1qKAsQSZzTm@gmail.com,15 Miles Street,Surry Hills,2010.0,2,2019-06-21,2019-06-25,391,151.2132176,-33.889418
Ouaj@qq.com,25 West Street,North Sydney,2060.0,1,2018-09-03,2018-09-09,349,151.2059543,-33.8319391
YVv7a2h@qq.com,19 Vera Street,Baulkham Hills,2153.0,4,2019-04-01,2019-04-04,276,150.9972859,-33.7619806
XpRaxd@hotmail.com,29 Grand Way,Castle Hill,2154.0,1,2019-07-06,2019-07-10,297,151.0009639,-33.7280714
ivAquup5g@hotmail.com,13 Mowbray Close,Castle Hill,2154.0,1,2019-05-02,2019-05-04,285,151.02297030000003,-33.7131631
Xy@hotmail.com,19 Forbes Street,Darlinghurst,2011.0,1,2018-11-30,2018-12-02,309,151.2195977,-33.870315600000005
06u@163.com,11 Collingwood Street,Manly,2095.0,2,2018-09-19,2018-09-22,347,151.2828931,-33.7898822
mdBXbqkZKv@gmail.com,29 Kanadah Avenue,Baulkham Hills,2153.0,7,2019-06-29,2019-07-02,266,150.9676683,-33.754080200000004
UhYK2eGjl@gmail.com,11 Tunstall Avenue,Kingsford,2032.0,5,2019-04-13,2019-04-15,277,151.21746140000005,-33.919075
Y5I95@gmail.com,21 Lambert Crescent,Baulkham Hills,2153.0,1,2019-07-19,2019-07-25,319,150.970896,-33.7715029
98@hotmail.com,15 Ordnance Street,Newcastle,2300.0,2,2018-10-15,2018-10-17,371,151.779846,-32.931773
mdBXbqkZKv@gmail.com,11 Cook Street,Randwick,2031.0,8,2019-06-30,2019-07-06,274,151.2397756,-33.9099656
Rk0GARU8Ueeno@163.com,9 Union Lane,Pyrmont,2009.0,1,2019-02-26,2019-03-03,381,151.1948634,-33.869758600000004
06u@163.com,5 Drake Place,Blacktown,2148.0,3,2019-06-24,2019-06-28,369,150.9186216,-33.7859031
p@gmail.com,19 Deeside Avenue,Baulkham Hills,2153.0,7,2019-05-14,2019-05-19,308,150.9684803,-33.7633084
JftoCfdyXOj0Oln@qq.com,13 Trott Street,Parramatta,2150.0,7,2019-04-29,2019-05-02,392,151.00402350000005,-33.8036311
fik5zRxP@yahoo.com,17 Padua Lane,Campbelltown,2560.0,6,2018-09-22,2018-09-28,398,150.7899754,-34.0742924
CJkZkFKc0QHH@hotmail.com,9 Day Street,Sydney,2047.0,5,2018-10-28,2018-11-01,371,151.1602331,-33.854082899999995
dvG@yahoo.com,25 Middlebrook Rise,Baulkham Hills,2153.0,4,2018-08-21,2018-08-23,294,150.953789,-33.7352274
ivAquup5g@hotmail.com,29 Lawson Street,Penrith,2750.0,7,2018-10-16,2018-10-22,360,150.6999572,-33.753000799999995
wqZLQXAwUUug9A@qq.com,11 Malvern Avenue,Baulkham Hills,2153.0,4,2019-07-05,2019-07-10,330,150.9725784,-33.765007700000005
syGvGOKi9@163.com,25 Bairin Street,Campbelltown,2560.0,1,2019-06-16,2019-06-17,341,150.8009271,-34.07744
PuPoy@gmail.com,19 Aubrey Close,Castle Hill,2154.0,5,2019-02-19,2019-02-20,397,151.012152,-33.739858
Xy@hotmail.com,9 Wilson Lane,Penrith,2008.0,5,2019-08-01,2019-08-06,358,151.1914216,-33.8930696
dD@gmail.com,5 Lancaster Street,Blacktown,2148.0,4,2018-12-13,2018-12-16,382,150.8930416,-33.767708500000005
QOiqW6LbDBF@gmail.com,1 Mcburney Place,Baulkham Hills,2153.0,3,2019-04-05,2019-04-09,287,151.0013146,-33.7552911
AoCQVWlfUX@163.com,7 Remi Street,Bankstown,2200.0,7,2019-07-10,2019-07-14,316,151.03910919999996,-33.9068382
93h0vSne@hotmail.com,19 Webbs Avenue,Auburn,2144.0,4,2019-05-05,2019-05-11,257,151.01907659999995,-33.855589200000004
i1w9Z@gmail.com,25 Wellington Street,Mascot,2018.0,1,2019-07-31,2019-08-06,332,151.1995213,-33.9249352
jhvSFG7S4BNW@yahoo.com,11 Boonal Street,Baulkham Hills,2153.0,6,2018-11-16,2018-11-18,295,150.9736696,-33.7489062
cGALMjBiG@hotmail.com,5 William Thompson Way,Baulkham Hills,2153.0,1,2018-10-16,2018-10-20,272,150.9850816,-33.7642174
Ouaj@qq.com,25 Lingard Street,Randwick,2031.0,4,2018-11-05,2018-11-09,368,151.24304540000003,-33.9126229
cGALMjBiG@hotmail.com,21 Walker Lane,North Sydney,2060.0,8,2019-05-10,2019-05-13,358,151.20852150000005,-33.842336100000004
owr3Kp@gmail.com,9 Doyle Place,Baulkham Hills,2153.0,7,2018-10-12,2018-10-18,279,150.96703180000003,-33.7692981
jhvSFG7S4BNW@yahoo.com,3 Hutchinson Street,Auburn,2144.0,5,2019-03-05,2019-03-12,276,151.0326939,-33.8445265
Bt9zZona2au@hotmail.com,9 Lawson Street,Penrith,2750.0,7,2019-06-24,2019-06-27,310,150.70054960000004,-33.752281700000005
GucBiWCOa8asWqU@gmail.com,5 Indigo Way,Blacktown,2148.0,8,2019-01-14,2019-01-21,258,150.9036987,-33.7958521
d46nNJDU9HvO@yahoo.com,5 Birkley Road,Manly,2095.0,4,2018-08-24,2018-08-28,364,151.28008569999997,-33.795753000000005
xnhaYdOAmg9lV@163.com,13 Ashmead Avenue,Castle Hill,2154.0,4,2019-01-25,2019-01-28,304,150.99388000000005,-33.7210519
Ouaj@qq.com,1 Dumaresq Street,Campbelltown,2560.0,1,2019-02-10,2019-02-14,380,150.8116949,-34.067143200000004
pY6jhQ@qq.com,13 Augusta Road,Manly,2095.0,1,2018-09-30,2018-10-04,254,151.28043490000005,-33.7932764
ZwjiyF7ScVZo@yahoo.com,11 Fairgreen Place,Castle Hill,2154.0,3,2018-10-01,2018-10-07,263,150.9946757,-33.714879499999995
NgL51xIkX@gmail.com,3 Fairlight Street,Manly,2095.0,1,2018-09-02,2018-09-04,302,151.27981440000005,-33.7981734
dD@gmail.com,1 Old Menangle Road,Campbelltown,2560.0,5,2018-10-12,2018-10-14,354,150.8085484,-34.0719626
xn3ZFu@163.com,27 Lower Campbell Street,Surry Hills,2010.0,8,2019-07-24,2019-07-26,297,151.2141368,-33.8801657
foPb@163.com,1 New South Head Road,Darlinghurst,2028.0,2,2019-05-12,2019-05-18,379,151.2475178,-33.87327620000001
EtKeNSvBAlX@163.com,11 Little Edward Street,Pyrmont,2009.0,5,2018-08-30,2018-09-02,251,151.19646819999997,-33.870653600000004
tR7jnFYxmGS@yahoo.com,19 Wentworth Avenue,Mascot,2035.0,4,2019-04-02,2019-04-05,319,151.2159612,-33.9408566
NMhMV@hotmail.com,27 Ashby Lane,Randwick,2031.0,3,2019-06-03,2019-06-09,263,151.24836299999996,-33.9038382
NwFYhZBT2m@163.com,11 Raine Avenue,Liverpool,2170.0,5,2018-09-30,2018-10-05,350,150.9083052,-33.932783
syGvGOKi9@163.com,9 Stanley Street,Darlinghurst,2010.0,7,2018-11-14,2018-11-17,346,151.21311740000004,-33.8756172
EtKeNSvBAlX@163.com,3 Tower Street,Manly,2095.0,7,2019-02-16,2019-02-18,316,151.282237,-33.7968745
r8JoPOEvnY@qq.com,19 Erlestoke Place,Castle Hill,2154.0,6,2019-03-31,2019-04-03,281,151.0292818,-33.722393700000005
JV0qdSPi@yahoo.com,25 Outlook Street,Blacktown,2148.0,1,2019-08-16,2019-08-20,293,150.9002606,-33.7954144
Ej8Lo0fzr@gmail.com,15 Coolibah Street,Castle Hill,2154.0,6,2019-03-10,2019-03-12,342,151.00613810000004,-33.725646000000005
clh@hotmail.com,3 Carter Lane,Randwick,2031.0,4,2018-09-12,2018-09-15,302,151.243402,-33.905242
s1Xj@gmail.com,25 Benbullen Way,Castle Hill,2154.0,1,2019-05-28,2019-05-31,342,150.9982965,-33.7159735
JftoCfdyXOj0Oln@qq.com,21 Stewart Avenue,Blacktown,2148.0,6,2019-07-22,2019-07-25,293,150.9036158,-33.760943299999994
T8CeIcrLO0vH@gmail.com,21 Hildegard Place,Baulkham Hills,2153.0,1,2018-09-04,2018-09-09,298,150.9757665,-33.7405227
mKxDySP6aXeyCEw@qq.com,3 Glen Avenue,Randwick,2031.0,6,2019-04-04,2019-04-10,378,151.24865659999998,-33.9137005
gac009@gmail.com,27 San Giorgio Circuit,Castle Hill,2154.0,7,2019-04-23,2019-04-26,325,150.9992376,-33.7399959
i83c4nU9@hotmail.com,27 Phelps Lane,Surry Hills,2010.0,4,2019-06-13,2019-06-16,363,151.2158987,-33.887421
owr3Kp@gmail.com,21 Edward Street,Pyrmont,2009.0,8,2018-12-15,2018-12-18,277,151.1960736,-33.8699021
NxnNYtbRxMReuUF@163.com,5 Gorton Close,Penrith,2750.0,7,2019-05-16,2019-05-22,283,150.7061636,-33.7467124
AoCQVWlfUX@163.com,21 Jamison Street,Sydney,2000.0,6,2018-09-28,2018-10-03,328,151.20649419999995,-33.864515999999995
jGDRtOJlwggv@163.com,9 Flinders Avenue,Baulkham Hills,2153.0,1,2019-04-26,2019-04-30,311,150.9749426,-33.760380100000006
SPVW@hotmail.com,15 Elizabeth Street,Surry Hills,2000.0,3,2018-12-31,2019-01-01,387,151.21040559999997,-33.86692790000001
